Time (s),Position (x),Velocity (v),Acceleration (a),Dominant Frequency (Hz),Energy,Entropy,System State
0.0,1.0,11.355727203443413,163.7200321959784,0.03992,3.0,5.351802137011197,Low
0.10020040080160321,2.1378484171786987,27.76054004873183,307.51034619970517,0.03992,25.9017091920515,5.351802137011197,Moderate
0.20040080160320642,6.563234478703774,72.98104708314385,80.05232208283289,0.03992,250.20397684781514,5.351802137011197,High
0.30060120240480964,16.763308754482075,43.8030895643296,-753.4271263477832,0.03992,1720.506308504106,5.351802137011197,High
0.40080160320641284,15.341408740092472,-78.00635298655219,-722.1502429390777,0.03992,2430.95722474375,5.351802137011197,High
0.5010020040080161,1.1307730858343423,-100.91639799861183,185.0398002955895,0.03992,1134.308207480095,5.351802137011197,High
0.6012024048096193,-4.882318313737554,-40.92422867881882,410.36433309847325,0.03992,803.0111129752364,5.351802137011197,High
0.7014028056112225,-7.0704751463938775,-18.679056696312568,139.68596431721755,0.03992,748.8243213785944,5.351802137011197,High
0.8016032064128257,-8.625616248870333,-12.93104945693153,74.87423442092857,0.03992,834.707714142219,5.351802137011197,High
0.9018036072144289,-9.661867823133663,-3.674200098932092,103.48004540352473,0.03992,979.6698068525166,5.351802137011197,High
1.0020040080160322,-9.361928893946905,7.806434591871019,72.08544781813326,0.03992,1016.9725121037509,5.351802137011197,High
1.1022044088176353,-8.097452073259712,10.771781427747921,-21.492699755339384,0.03992,905.1750732891785,5.351802137011197,High
1.2024048096192386,-7.20325526113169,3.499280332283968,-86.40480280271687,0.03992,774.0472015649902,5.351802137011197,High
1.3026052104208417,-7.39619348963567,-6.5438103162835155,-73.87639561656833,0.03992,726.4498482787975,5.351802137011197,High
1.402805611222445,-8.514640094054238,-11.30560856883193,5.539469579856224,0.03992,802.8104808252308,5.351802137011197,High
1.503006012024048,-9.661846509441668,-5.433696172023751,89.52373348554605,0.03992,960.4258187593148,5.351802137011197,High
1.6032064128256514,-9.603557162596072,6.635019384183312,86.44540625966387,0.03992,1033.4573091276266,5.351802137011197,High
1.7034068136272547,-8.33218330619852,11.890032537327727,-4.783753177303744,0.03992,936.5873593002016,5.351802137011197,High
1.8036072144288577,-7.220785111027389,5.676351412779756,-84.21076093846763,0.03992,790.0097175243357,5.351802137011197,High
1.903807615230461,-7.194637932895963,-4.9858714583571695,-87.08328903971419,0.03992,717.7982671601009,5.351802137011197,High
2.0040080160320644,-8.219957747972714,-11.775209517022688,-15.059007062020562,0.03992,770.5743606316919,5.351802137011197,High
2.1042084168336674,-9.554399359153015,-8.003708544934437,82.00852371998916,0.03992,932.4146127827347,5.351802137011197,High
2.2044088176352705,-9.823907356176008,4.659364374758705,103.11693645826095,0.03992,1044.1368431131207,5.351802137011197,High
2.3046092184368736,-8.620659003489948,12.66100818016796,16.91092042251649,0.03992,969.8225035864134,5.351802137011197,High
2.404809619238477,-7.286631167765595,8.048326383279043,-78.53143876268625,0.03992,811.6820251638391,5.351802137011197,High
2.50501002004008,-7.007767944716592,-3.0767550989274812,-98.99447898407227,0.03992,713.5013653750667,5.351802137011197,High
2.6052104208416833,-7.903215355927415,-11.790246559420813,-36.87490071521114,0.03992,739.7729482574298,5.351802137011197,High
2.705410821643287,-9.37054280632397,-10.466514761294444,69.0232593534213,0.03992,896.7790853164441,5.351802137011197,High
2.80561122244489,-10.000713304082614,2.042069944270828,116.42604250974054,0.03992,1046.736865914916,5.351802137011197,High
2.905811623246493,-8.96131035256228,12.865357485146546,42.28016277067979,0.03992,1005.9377637691032,5.351802137011197,High
3.006012024048096,-7.422485351147435,10.515048455429103,-67.99565270724425,0.03992,840.0789614647491,5.351802137011197,High
3.1062124248496996,-6.854086213197731,-0.7610258229184348,-108.50777006910371,0.03992,715.2779775939802,5.351802137011197,High
3.2064128256513027,-7.574995536101029,-11.22999564659569,-59.510869536761426,0.03992,712.0572425871709,5.351802137011197,High
3.306613226452906,-9.104586342776026,-12.687051782189261,50.230775335696634,0.03992,854.2239271262667,5.351802137011197,High
3.4068136272545093,-10.117490883233145,-1.1637080041715138,124.97759503896391,0.03992,1038.9735781287275,5.351802137011197,High
3.5070140280561124,-9.337794359644064,12.35855844606002,70.32595157661078,0.03992,1042.7240107975626,5.351802137011197,High
3.6072144288577155,-7.6408258639826405,12.929669065289563,-51.60935832351745,0.03992,875.2931026104918,5.351802137011197,High
3.7074148296593186,-6.746678314495855,2.0160016678000097,-114.51756253304164,0.03992,724.208947596194,5.351802137011197,High
3.807615230460922,-7.236817513722118,-10.0197422639773,-82.06857492561099,0.03992,688.5849549596414,5.351802137011197,High
3.907815631262525,-8.754642696054432,-14.430606533725237,25.773372853226526,0.03992,807.0266191020845,5.351802137011197,High
4.008016032064129,-10.128722630701123,-4.854737684172385,125.44669704969894,0.03992,1016.047578041766,5.351802137011197,High
4.108216432865731,-9.727536019535872,10.709012113509022,98.70476049437323,0.03992,1075.7795454639506,5.351802137011197,High
4.208416833667335,-7.9826280187754675,14.925775440952513,-26.251640088717334,0.03992,923.2802832019129,5.351802137011197,High
4.308617234468938,-6.736398656619537,5.4481623963312,-113.59977646379855,0.03992,745.8243724187464,5.351802137011197,High
4.408817635270541,-6.890811907286249,-7.839710824337777,-103.99518630419985,0.03992,672.475447285893,5.351802137011197,High
4.509018036072145,-8.307482990154162,-15.392556301905245,-5.882282638389473,0.03992,755.1294773779741,5.351802137011197,High
4.609218436873747,-9.975492528910546,-9.018524980327651,115.8119017149828,0.03992,971.5550808341518,5.351802137011197,High
4.709418837675351,-10.114802625490364,7.816241636969063,127.36542684237504,0.03992,1098.343371364158,5.351802137011197,High
4.809619238476954,-8.409111439337588,16.50560865541885,5.993775317529661,0.03992,975.3548094892192,5.351802137011197,High
4.909819639278557,-6.807065419995605,9.01739901523152,-107.54121364833587,0.03992,775.4982472695156,5.351802137011197,High
5.01002004008016,-6.602017448309227,-5.045736765089341,-121.8995061663652,0.03992,665.3616893426517,5.351802137011197,High
5.110220440881764,-7.818235112398279,-15.411359735543071,-39.57570441051776,0.03992,707.3015859298663,5.351802137011197,High
5.210420841683367,-9.690466293107438,-12.976739652968652,95.71749524492316,0.03992,914.7024257938054,5.351802137011197,High
5.31062124248497,-10.418784141049311,3.7705030389906273,149.8821042460167,0.03992,1105.8857450040323,5.351802137011197,High
5.410821643286574,-8.93485446164639,17.05975418390844,45.00074716284787,0.03992,1032.799530999705,5.351802137011197,High
5.511022044088176,-6.999995727440406,12.788688843168558,-92.51817960529978,0.03992,817.3491449817076,5.351802137011197,High
5.61122244488978,-6.3719909660214284,-1.4809631718630611,-135.22317324517982,0.03992,669.2238942474567,5.351802137011197,High
5.711422845691383,-7.2967819342265905,-14.310143470494738,-74.42366013552866,0.03992,665.5385491301975,5.351802137011197,High
5.811623246492986,-9.239755188565464,-16.395524321267605,63.88020898649955,0.03992,844.4819098441188,5.351802137011197,High
5.9118236472945895,-10.582458150913485,-1.5084983830198793,162.00515010476113,0.03992,1089.8468194882994,5.351802137011197,High
6.012024048096192,-9.542059473739789,16.070437623574303,89.78692622208922,0.03992,1091.8576952440499,5.351802137011197,High
6.112224448897796,-7.361929569034867,16.484873605374755,-65.44700846863722,0.03992,874.9544246540395,5.351802137011197,High
6.212424849699399,-6.238477588895148,2.9548046639275665,-141.731789914857,0.03992,687.6941051372661,5.351802137011197,High
6.312625250501002,-6.76978434580289,-11.91829070621983,-108.0272948342584,0.03992,634.1400352246046,5.351802137011197,High
6.412825651302605,-8.626912600161647,-18.69395181588374,20.729153257803862,0.03992,766.157935333185,5.351802137011197,High
6.513026052104209,-10.516067274837708,-7.764151776800218,157.5206363903268,0.03992,1041.466963931647,5.351802137011197,High
6.613226452905812,-10.18285484000137,12.87330998578496,136.38590288322013,0.03992,1142.2623572885743,5.351802137011197,High
6.713426853707415,-7.93624563439984,19.567692488374156,-23.43339777092576,0.03992,949.9914825474609,5.351802137011197,High
6.813627254509019,-6.2614735798061485,8.177238288204647,-138.22619392399565,0.03992,724.3236386342165,5.351802137011197,High
6.913827655310621,-6.297520526543197,-8.132947576554836,-136.5659965344318,0.03992,618.504035957243,5.351802137011197,High
7.014028056112225,-7.891322793544592,-19.190696889036197,-30.184902798218662,0.03992,689.7664557111395,5.351802137011197,High
7.114228456913827,-10.14335156643021,-14.182026293632724,132.90430500291393,0.03992,957.3690746780721,5.351802137011197,High
7.214428857715431,-10.73341223114634,7.443432370064795,177.89148611693426,0.03992,1167.5105444176215,5.351802137011197,High
7.3146292585170345,-8.65168175278997,21.467570122586565,30.73654547150767,0.03992,1030.8518769864522,5.351802137011197,High
7.414829659318637,-6.431293970106949,13.603060721068337,-125.00312579077388,0.03992,773.8221382560507,5.351802137011197,High
7.515030060120241,-5.925617480030785,-3.5831564887909644,-157.8369103408835,0.03992,617.7673390116838,5.351802137011197,High
7.615230460921844,-7.1493614027303884,-18.027582633818138,-79.33539034229904,0.03992,627.6195362593386,5.351802137011197,High
7.715430861723447,-9.538359490815983,-19.48203230889097,90.58572350757484,0.03992,856.682822274927,5.351802137011197,High
7.81563126252505,-11.053576294291705,0.1258689709062778,202.10739749226735,0.03992,1156.4971218931496,5.351802137011197,High
