  -6.0899000000000003e-01   2.6754300000000000e+00  -3.8008700000000002e+00  -3.0114200000000002e+00   3.7273299999999998e+00   4.6097999999999999e+00   4.3072400000000002e+00   3.4012799999999999e+00   3.9748600000000001e-01  -1.9157000000000000e+00  -3.1522600000000001e+00  -2.6208399999999998e+00  -1.3414100000000000e+00   6.8147100000000005e-01   1.4498599999999999e+00   1.8788600000000000e+00   1.1016300000000001e+00  -1.7650399999999999e+00  -1.0890200000000001e+00   2.4438800000000001e+00   1.8775700000000000e+00  -6.5977899999999998e+00  -9.8879400000000004e+00  -6.7577400000000001e+00  -2.3483700000000001e+00   1.9884999999999999e+00   3.3195999999999999e+00  -2.2330400000000000e-01  -4.4650299999999996e+00   1.5582300000000000e+00
   8.9224200000000004e-02   1.9811099999999999e+00  -2.9448599999999998e+00  -2.3516699999999999e+00  -2.1444399999999999e+00  -1.2049200000000000e+00   8.8712700000000000e-01   2.9373600000000000e+00   5.3278400000000001e+00   4.3387200000000004e+00   4.5691699999999997e+00   3.5220400000000001e+00   1.8707499999999999e+00  -5.3024000000000004e-01  -5.3609400000000003e+00  -6.5003900000000003e+00  -3.6883800000000000e+00   3.7234600000000002e+00   5.0964600000000004e+00   8.5193300000000005e-01  -2.1742599999999999e+00   4.4495300000000002e+00   7.1768400000000003e+00   5.0586200000000003e+00   2.6107399999999998e+00  -1.2031799999999999e+00  -2.5259399999999999e+00  -2.6717700000000000e+00  -3.2858999999999998e+00  -6.1495900000000003e-01
   3.9655200000000002e+00  -2.2581199999999999e+00   2.1511600000000000e-01   9.6410999999999997e-02   2.0800999999999998e+00   2.2505600000000001e+00   7.1904000000000001e-01  -1.0130500000000000e+00  -1.9014400000000000e+00   8.8023700000000005e-01  -1.4395199999999999e+00  -1.9663800000000000e+00  -2.3519800000000002e+00  -1.9249200000000000e+00  -8.6021300000000001e-01   1.7200799999999999e-01  -1.8949499999999999e+00  -7.3993300000000000e+00  -5.9906499999999996e+00  -4.5603500000000002e-01   6.9970299999999996e+00   4.5901300000000003e+00   2.8716400000000002e+00   2.1116899999999998e+00   1.2541899999999999e+00   5.7041599999999998e-02  -6.1647600000000002e-01  -1.3004199999999999e+00  -2.2725600000000001e-01  -2.0146300000000000e-01
   6.6988899999999996e-01   8.5517299999999996e-01   4.8541999999999996e+00   4.4991800000000000e+00  -4.6644300000000003e+00  -5.6085900000000004e+00  -4.4496399999999996e+00  -2.1704800000000000e+00  -6.1533899999999997e-01  -2.0728200000000001e+00   7.1599400000000002e-01   2.9277600000000001e+00   4.4061899999999996e+00   5.6197999999999997e+00   2.6590099999999999e+00   1.0320499999999999e+00  -7.5196299999999994e-02   1.5133300000000001e+00   1.3761500000000000e+00   5.1784100000000000e-02  -2.1829200000000002e+00  -1.5031600000000001e+00  -1.6212299999999999e+00  -1.4785200000000001e+00  -1.1694800000000001e+00  -2.6133000000000001e-01   1.7132500000000001e-01   1.3792300000000000e+00   4.1632600000000002e+00  -1.5296299999999999e-01
  -6.8263600000000002e-01   1.6656700000000000e+00  -5.1924499999999998e-02  -2.2949600000000001e+00   1.5969300000000000e+00   9.8942099999999999e-01  -4.0621099999999999e-01  -1.7728299999999999e+00  -2.8473799999999998e+00  -1.8664799999999999e+00   1.7899799999999999e-01   1.7452200000000000e+00   3.0512500000000000e+00   4.5873299999999997e+00   2.2727499999999998e+00   1.0074700000000001e+00   1.7501899999999999e+00   4.6704400000000001e+00   3.5418900000000000e+00  -6.0136400000000001e-01  -6.5509199999999996e+00  -5.0408700000000000e+00  -3.9908999999999999e+00  -2.9671400000000001e+00  -1.2918400000000001e+00   1.2098100000000001e+00   2.9330200000000000e+00   4.0010899999999996e+00   1.7156000000000000e+00   4.8251600000000000e-01
   6.7272200000000004e-01  -1.5298400000000001e+00  -4.5025899999999996e+00  -4.8942699999999997e+00   8.8211099999999998e-01   2.2936600000000000e+00   2.6076899999999998e+00   2.3266900000000001e+00   2.8320900000000000e+00   4.1551000000000000e+00   1.6543200000000000e+00  -8.5305200000000003e-01  -2.9129000000000000e+00  -4.4678300000000002e+00  -1.7111000000000001e+00   1.3722799999999999e+00   8.1775900000000001e-01  -7.1890599999999996e+00  -7.5267700000000000e+00  -2.9901200000000001e+00   3.3090299999999999e+00   4.7762100000000002e-01   2.1706900000000001e-01   1.2394000000000001e+00   2.7130899999999998e+00   3.4039299999999999e+00   3.7340000000000000e+00   1.4238900000000001e+00  -2.9766800000000000e+00   4.3836799999999998e-01
  -6.3306700000000005e-01  -1.1411199999999999e+00   6.1567600000000000e-01   5.3120500000000004e-01  -8.2127600000000001e-01   2.4548100000000000e-01   2.1314400000000000e+00   3.8344299999999998e+00   3.4780000000000002e+00   1.5143900000000000e-02   4.0698600000000001e-01   1.4097200000000001e+00   2.3985900000000000e+00   3.1665100000000002e+00  -2.7355100000000001e+00  -5.8766200000000000e+00  -6.0965400000000001e+00   1.7834500000000000e+00   4.9118800000000000e+00   2.3002199999999999e+00   1.2842000000000000e+00   8.5330800000000000e+00   9.9580400000000004e+00   6.2306600000000003e+00   2.1330600000000000e+00  -3.3283100000000001e+00  -5.3344899999999997e+00  -4.4345600000000003e+00  -3.5019800000000001e-01  -8.3010200000000001e-01
   3.4301699999999999e+00   1.9462600000000001e+00   1.6571300000000000e+00   3.2590699999999999e+00  -1.9034400000000000e+00  -2.6740599999999999e+00  -3.4878100000000001e+00  -3.6971500000000002e+00  -2.3103899999999999e+00   7.7612300000000001e-01   1.3340099999999999e+00   1.9558500000000001e+00   1.9023300000000001e+00   1.8819800000000000e+00   4.4783299999999998e-02  -6.6723900000000003e-01  -2.1825700000000001e+00  -3.0926499999999999e+00  -1.8211900000000001e+00   2.5658200000000000e+00   4.4654499999999997e+00  -3.1841400000000002e+00  -6.2995200000000002e+00  -3.7518699999999998e+00  -8.5651900000000003e-01   1.8558399999999999e+00   1.3456999999999999e+00  -1.2400000000000000e+00  -1.7137400000000000e-01   2.7359200000000000e-01
   2.2235200000000002e+00   4.6556399999999998e-01   3.3024000000000000e+00  -6.2950700000000004e-01  -1.0529200000000000e-01  -1.7277400000000001e+00  -3.1516400000000000e+00  -3.9764499999999998e+00  -3.2372200000000002e+00  -8.2344799999999996e-01   8.7803399999999998e-01   1.5556500000000000e+00   1.5955500000000000e+00   1.6504700000000001e+00   2.3753799999999998e+00   3.6102799999999999e+00   5.0193500000000002e+00   2.9499100000000000e+00   2.1739400000000000e-01  -3.5413700000000001e+00  -7.0013699999999996e+00  -3.0621499999999999e+00  -1.5669700000000000e+00  -2.8526300000000000e+00  -3.3966599999999998e+00  -1.5799200000000000e+00   1.3559500000000000e+00   6.9986199999999998e+00   5.8900300000000003e+00  -3.0095100000000002e-01
  -2.1527099999999999e-01   2.4216499999999999e-01  -2.8558500000000002e+00  -1.7996700000000001e+00   1.0295200000000000e+00   2.2468100000000000e+00   3.6115400000000002e+00   4.7172900000000002e+00   2.1995499999999999e+00  -3.0779899999999998e+00  -3.6911399999999999e+00  -2.7336800000000001e+00  -8.5266600000000004e-01   1.8110299999999999e+00   2.1216100000000000e+00   2.3797600000000001e+00   1.9494600000000000e+00   2.7626600000000001e-01  -1.3023199999999999e+00  -3.2841200000000002e+00  -3.8374299999999999e+00  -9.8832399999999998e-01   1.8360399999999999e+00   2.7246500000000000e+00   3.5637300000000001e+00   2.8679999999999999e+00   2.8524799999999999e+00  -5.4381100000000004e-01  -4.0701200000000002e+00   9.8866100000000001e-01
